budget,casting,director,distributor,duration,entries,film_id,genres,img_src,nationality,release,synopsis,title
50000000USD,Chris Evans|Cillian Murphy|Rose Byrne|Michelle Yeoh|Cliff Curtis|Troy Garity|Hiroyuki Sanada|Benedict Wong,Danny Boyle,Twentieth Century Fox France,100,199823,61262,Science Fiction|Thriller,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/27/03/18750985.jpg,Grande-Bretagne|U.S.A.,2007-04-11,"En cette année 2057, le soleil se meurt, entraînant dans son déclin l'extinction de l'espèce humaine. Le vaisseau spatial ICARUS II avec à son bord un équipage de 7 hommes et femmes dirigé par le Capitaine Kaneda est le dernier espoir de l'humanité. Leur mission : faire exploser un engin nucléaire à la surface du soleil pour relancer l'activité solaire.",Sunshine
4500000EUR,Christopher Lambert|Sophie Marceau|Nicolas Briançon|Simon Abkarian|Robert Hossein|Marie-Christine Barrault|Judith Magre|Marilou Berry,Sophie Marceau,SND,100,104753,109531,Policier|Thriller,https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/63/77/99/18771059.jpg,France,2007-05-23,"Victoria, une actrice célèbre en son temps, à l'aura et au charme saisissants, est morte il y a trente ans dans des circonstances troublantes. Elle réapparaît mystérieusement dans la vie d'un flic solitaire, Jacques, enquêtant sur une disparition, au coeur d'un palace de Normandie... ",La Disparue de Deauville
,Han Sanming|Zhao Tao|Hongwei Wang|Huang Yong|Haiyu Xiang,Jia Zhangke,Ad Vitam,108,61202,119033,Drame,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/63/12/31/18757117.jpg,Chine,2007-05-02,"Chine. Ville de Fengje en amont du barrage des Trois Gorges. San Ming fait le voyage dans la région pour retrouver son ex-femme et sa fille qu'il n'a pas vues depuis seize ans. Aujourd'hui, l'immeuble, la rue, le quartier où elles ont vécu ne sont plus qu'une tâche verte engloutie sous les eaux du barrage des Trois Gorges.",Still life
25000000USD,Rowan Atkinson|Willem Dafoe|Emma de Caunes|Maxim Baldry|Karel Roden|Jean Rochefort|Clint Dyer|Stéphane Debac,Steve Bendelack,StudioCanal,90,383904,111207,Comédie,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/62/82/19/18756284.jpg,Grande-Bretagne|France|Allemagne,2007-04-18,"Mr. Bean a gagné une semaine de vacances sur la Côte d'Azur, et une caméra vidéo. Il quitte son Angleterre natale pour la France. Arrivé à Paris, il demande à un autre passager de le filmer en train de monter à bord du train pour Cannes. L'homme est en fait le réalisateur russe Emil Duchevsky, qui se rend à Cannes pour faire partie du jury du Festival du Film. Dans la confusion du départ, Duchevsky rate le train, et Mr. Bean se retrouve à bord avec Stepan, son fils de dix ans, qui ne parle pas un mot d'anglais. Pour Mr. Bean et Stepan commence alors un périple vers le sud de la France plein de surprises, de rencontres et d'aventures toutes plus délirantes les unes que les autres...",Les Vacances de Mr. Bean
,Sandrine Bonnaire|Pascal Légitimus|Anne Parillaud|Pierre Cassignard|Michèle Garcia|Michel Vuillermoz|Marie Bunel|Hélène Surgère,Eric Civanyan,TFM Distribution,96,164631,114695,Comédie|Famille,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/63/99/20/18744096.jpg,France,2007-04-04,"Trois familles d'aujourd'hui, très différentes, sont confrontées à un seul et même problème : leurs enfants ont pris le dessus...",Demandez la permission aux enfants !
,Christian Clavier|Nathalie Baye|Gérard Lanvin|Géraldine Pailhas|Patrick Chesnais|Anaïs Demoustier|Maud Buquet|Francis Leplay,Alexandra Leclère,Wild Bunch Distribution,95,473489,110585,Comédie,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/63/78/04/18750298.jpg,France,2007-04-04,"Jean-Pierre Ménard, las de voir sa femme lui refuser le ",Le Prix à payer
,Jennifer Lopez|Antonio Banderas|Sônia Braga|Maya Zapata|Martin Sheen|Rene Rivera|Kate del Castillo|Randall Batinkoff,Gregory Nava,SND,113,79422,59401,Policier|Drame|Thriller,https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/63/94/43/18741128.jpg,U.S.A.,2007-04-25,"Une journaliste enquête sur une série de meurtres commis aux abords d'usines américaines situées à la frontière de Juarez et d'El Paso. Entre les intérêts américains, les pots-de-vin et la collusion des notables mexicains locaux, les pistes vont s'avérer dangereuses pour la journaliste téméraire...",Les Oubliées de Juarez
,Joseph Fiennes|Dennis Haysbert|Diane Kruger|Shiloh Henderson|Mehboob Bawa|Adrian Galley|Warrick Grier|Patrick Lyster,Bille August,Paramount Pictures France,118,157484,109738,Drame|Historique,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/63/76/88/18742093.jpg,Grande-Bretagne|Afrique du Sud|Belgique|Luxembourg|Allemagne|France|Italie,2007-04-11,"La vie de James Gregory, un Sud-Africain blanc, gardien de prison en charge de Nelson Mandela, de l'incarcération de ce dernier dans les années 60 à sa libération en 1990.",Goodbye Bafana
20000000USD,Kal Penn|Adam Campbell|Jennifer Coolidge|Jayma Mays|Faune Chambers|Crispin Glover|Héctor Jiménez|Tony Cox,Jason Friedberg|Aaron Seltzer,Twentieth Century Fox France,92,136000,124549,Comédie,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/63/76/92/18752477.jpg,U.S.A.,2007-04-04,"Il était une fois quatre orphelins à qui il allait arriver des problèmes. L'un d'eux avait été élevé par le conservateur du Louvres - où rôdait un assassin albinos, la seconde avait été traumatisée par l'attaque de serpents dans son avion, le troisième sortait juste d'une école de mutants et le dernier était un réfugié du Catch libre mexicain...",Big Movie
,Eddie Murphy|Thandiwe Newton|Terry Crews|Clifton Powell|Lester Speight|Cuba Gooding Jr.|Eddie Griffin|Katt Williams,Brian Robbins,Paramount Pictures France,103,135779,60982,Comédie|Romance,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/63/18/78/18745590.jpg,U.S.A.,2007-04-04,"L'histoire de Norbit Albert Rice a tout d'un conte de fées. Recueilli et élevé par un vieux restaurateur chinois, Mr. Wong, ce gentil petit orphelin rencontre à huit ans la douce et jolie Kate, dont il tombe éperdument amoureux. Un cruel destin ne tarde pas à les séparer. A neuf ans, Norbit devient à son corps défendant le protégé de Rasputia. Après l'avoir arraché aux griffes de trois brutes, cette gamine méchamment musclée jette son dévolu sur lui. Craignant son redoutable crochet du droit, timide Norbit cède à ses avances et devient son petit ami.",Norbit
60000000USD,Josh Hutcherson|AnnaSophia Robb|Zooey Deschanel|Robert Patrick|Kate Butler|Erin Annis|Devon Wood|Grace Brannigan,Gábor Csupó,SND,96,361394,118164,Aventure|Drame|Fantastique,https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/63/01/37/18742142.jpg,U.S.A.,2007-03-28,"Jess, un garçon issu d'une modeste famille nombreuse et Leslie, fille unique d'un couple d'écrivains, s'inventent un monde imaginaire, Térabithia, pour fuir la réalité de leur vie quotidienne... Mais lorsque cet univers magique prend vie, ils se retrouvent confrontés à des aventures plus périlleuses que ce qu'ils avaient pu imaginer.",Le Secret de Terabithia
,Gilbert Melki|Sandrine Kiberlain|Olivier Cruveiller|Christophe Odent|Nathalie Akoun-Cruveiller|Frédéric Pierrot|Agnès Caffin|Dimitri Rataud,Emmanuelle Cuau,Gémini Films,100,70742,109437,Comédie dramatique,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/64/10/52/18754125.jpg,France,2007-04-25,"Alex, comptable, et Béatrice, chauffeur de taxi, forment un couple sans histoires. Mais un soir, Alex se mêle au travail de la police lors d'un contrôle d'identité. Un engrenage implacable et absurde se met alors en marche : il se retrouve au poste, au chômage, et en clinique psychiatrique. Sauf que les fous, ici, ne sont pas ceux qu'on croit...","Très bien, merci"
,Jean-Baptiste Maunier|Jennifer Decker|Benjamin Jungers|Vladimir Consigny|Edouard Collin|Baptiste Caillaud|Anaïs Demoustier|Judith Chemla|Juliette Degenne,James Huth,StudioCanal,98,172357,111102,Comédie|Fantastique,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/63/14/51/18741009.jpg,France,2007-03-28," fan d'AC/DC, en terminale dans un lycée parisien, Sid rêve d'un téléphone portable. Avec lui, il pourra séduire Angie, sublime jeune fille fraîchement débarquée de New York, pendue pour l'instant au bras de Virgile, le ",Hellphone
60000000USD,Gerard Butler|Lena Headey|Rodrigo Santoro|David Wenham|Dominic West|Vincent Regan|Michael Fassbender|Tom Wisdom,Zack Snyder,Warner Bros. France,115,802975,57529,Action|Historique|Péplum|Guerre,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/26/41/18737112.jpg,U.S.A.,2007-03-21,"Adapté du roman graphique de Frank Miller, ",300
,Emile Hirsch|Justin Timberlake|Sharon Stone|Bruce Willis|Dominique Swain|Ben Foster|Vincent Kartheiser|David Thornton,Nick Cassavetes,Metropolitan FilmExport,116,129674,58222,Biopic|Drame,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/06/87/18719463.jpg,U.S.A.,2007-03-28,"Dans une banlieue riche de L.A., Johnny et sa petite bande jouent aux durs et trafiquent un peu. Livrés à eux-mêmes, leur vie n'est qu'une quête permanente d'émotions fortes. Pour s'assurer que Jake lui remboursera bien tout l'argent qu'il lui doit, Johnny et sa bande kidnappent son petit frère, Zack. ",Alpha Dog
,Columbus Short|Meagan Good|Ne-Yo|Darrin Dewitt Henson|Brian J. White|Laz Alonso|Valarie Pettiford|Harry Lennix,Sylvain White,Gaumont Columbia Tristar Films,109,182247,120619,Drame|Musical,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/63/16/01/18752461.jpg,U.S.A.,2007-05-16,"En quittant les quartiers pauvres de L.A. pour étudier dans la plus prestigieuse Université d'Atlanta, DJ Williams intègre un monde dont il ignore tout. Grâce à ses qualités d'athlète, il était chez lui un champion de ",Steppin'
,Lorànt Deutsch|Philippe Torreton|Sara Forestier|Jean-Claude Dreyfus|Elodie Navarre|Julien Courbey|Jocelyn Quivrin|Daniel Duval,Daniel Vigne,Rezo Films,100,83188,111933,Drame|Historique,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/63/92/50/18752392.jpg,France,2007-04-18,"Paris résonne de mille bruits en ce matin du 5 septembre 1661 : Fouquet, le puissant conseiller du roi, est arrêté sur ordre de Colbert ; le jeune Louis XIV devient le seul maître.","Jean de La Fontaine, le défi"
,Audrey Tautou|Guillaume Canet|Laurent Stocker|Françoise Bertin|Hélène Surgère|Firmine Richard|Magalie Madison|Bernard Dheran,Claude Berri,Pathé,97,657191,109636,Comédie dramatique,https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/63/78/01/18744345.jpg,France,2007-03-21,"La rencontre de quatre destins croisés qui vont finir par s'apprivoiser, se connaître, s'aimer, vivre sous le même toit.","Ensemble, c'est tout"
,Jude Law|Juliette Binoche|Robin Wright|Martin Freeman|Vera Farmiga|Ray Winstone|Mark Benton|Kwesi Asiedu-Mansah,Anthony Minghella,Buena Vista International,119,131227,59799,Drame|Romance,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/27/46/18688969.jpg,U.S.A.|Grande-Bretagne,2007-03-14,"Will traverse une période difficile avec Liv, sa compagne. Il vient en plus d'installer son cabinet d'architecte paysagiste dans King's Cross, un quartier de Londres en pleine réhabilitation. Ses luxueux locaux attirent une bande du coin qui le cambriole à répétition. Excédé, Will finit par suivre l'un des jeunes voleurs jusque chez lui où le jeune homme, Miro, vit avec sa mère, Amira, une réfugiée bosniaque.",Par effraction
,Karin Viard|Chloé Coulloud|Kad Merad|Pascal Elbé|Jane Birkin|Jan Hammenecker|Sarah Cohen-Hadria|Arthur Ligerot,Carine Tardieu,UGC,95,171584,110283,Comédie dramatique,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/62/46/95/18741803.jpg,France,2007-03-28,"Y'a 20 ans de ça, quelques années avant ma naissance, Maman a aimé un gars.",La Tête de maman
40000000USD,Hugh Grant|Drew Barrymore|Brad Garrett|Haley Bennett|Kristen Johnston|Jason Antoon|Billy Griffith|Emma Lesser,Marc Lawrence (II),Warner Bros. France,103,414487,110051,Comédie|Romance,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/63/73/61/18744075.jpg,U.S.A.,2007-03-14,"Le chanteur pop Alex Fletcher a connu la gloire dans les années 80, avant d'en être réduit à hanter les podiums des parcs de loisirs, foires agricoles et autres temples de la chansonnette rétro. Ce talentueux musicien, que chacun croit fini, se voit cependant offrir un ",Le Come-back
7600000EUR,Jean Dujardin|Laurent Lucas|Aurélien Recoing|Jean-Pierre Cassel|Jacques Frantz|Agnès Blanchot|Alexandra Goncalvez|Thierry Bosc,Franck Mancuso,Pathé,85,323499,112382,Policier,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/63/09/30/18736402.jpg,France,2007-03-07,"Malinowski, Capitaine à la Crim', a l'habitude d'être confronté aux faits-divers les plus durs. Mais lorsque sa propre fille est assassinée, tout bascule. Bouleversés par sa détresse, ses collègues mènent l'enquête au pas de charge et un suspect est bientôt arrêté, puis condamné.",Contre-enquête
,Mitchell Whitfield|James Arnold Taylor|Chris Evans|Sarah Michelle Gellar|Mikey Kelley|Nolan North|Mako|Kevin Smith,Kevin Munroe,Warner Bros. France,86,87463,61615,Action|Animation|Fantastique,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/35/96/31/18751925.jpg,U.S.A.,2007-04-11,"Depuis la défaite de leur ennemi juré The Shredder, les liens se sont distendus entre Leonardo, Raphael, Donatello et Michelangelo. Leur vieux gourou, le rat géant Splinter fait tout ce qu'il peut pour maintenir un semblant de cohésion au sein de cette tumultueuse équipe, et s'inquiète d'autant qu'il sent planer une lourde menace sur New York.",TMNT les tortues ninja
,Timothy Dalton|Willem Dafoe|Mariska Hargitay|Matt Levin|Armelle Gallaud|Georges Claisse|Boris Rehlinger|Françoise Cadol,Goro Miyazaki,Buena Vista International,115,86135,109502,Aventure|Animation|Fantastique,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/36/23/46/18739695.jpg,Japon,2007-04-04,"Terremer est une contrée magique dominée par les mers et peuplée de dragons. Depuis peu, l’ordre naturel est rompu par un sorcier maléfique. Arren, jeune prince du royaume d’Enlad, va allier ses forces à celles du grand magicien Epervier pour rétablir l’équilibre du monde. Dans le combat qui s’annonce, Arren et Epervier croiseront la route de Therru, une mystérieuse jeune fille. Ensemble, ils dépasseront leurs peurs et uniront leurs destins pour mener le plus fascinant des voyages, à travers les ténèbres et sur le chemin de la paix et de la rédemption.…",Les Contes de Terremer
12200000EUR,Gérard Depardieu|Nathalie Baye|Mathieu Amalric|Samy Seghir|Medy Kerouani|Mohamed Fellag|Catherine Hiegel|Philippe Nahon,Thomas Gilou,EuropaCorp Distribution,124,328476,61510,Comédie dramatique,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/31/39/18710935.jpg,France,2007-02-28,"Messaoud, 9 ans, est un enfant d'Aubervilliers. Parce que sa mère est malade, son père est obligé de le placer dans une famille d'accueil.",Michou d'Auber
32000000USD,Jim Carrey|Virginia Madsen|Logan Lerman|Danny Huston|Lynn Collins|Rhona Mitra|Michelle Arthur|Mark Pellegrino,Joel Schumacher,Metropolitan FilmExport,98,237466,48412,Thriller,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/63/71/35/18710993.jpg,U.S.A.,2007-02-28,"Walter menait une vie paisible, jusqu'à ce qu'il découvre un étrange roman, ",Le Nombre 23
,Mathilde Seigner|Sami Frey|Jean-François Pignon|Anny Duperey|Anthony Delon|Jean Dell|Elodie Navarre|Camille Varenne,Valérie Guignabodet,Wild Bunch Distribution,118,361071,110582,Drame,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/63/72/44/18701957.jpg,France,2007-02-21,"Trois ans après une rupture dramatique qui a bouleversé son existence, Alexandra réapprend à vivre et à aimer grâce à la rencontre troublante d'un vieux maître d'équitation et de son cheval.",Danse avec lui
150000000USD,Nicolas Cage|Eva Mendes|Wes Bentley|Matt Long|Sam Elliott|Peter Fonda|Donal Logue|Brett Cullen,Mark Steven Johnson,SND,110,523901,28933,Action|Fantastique,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/35/23/95/18707057.jpg,U.S.A.,2007-02-21,"Pour sauver son père victime d'un accident, le cascadeur Johnny Blaze a vendu son âme au diable. Mais ce marché a un prix qu'il ne tarde pas à découvrir : humain la journée, il devient le Rider la nuit, un chasseur de primes traquant les âmes échappées de l'enfer.",Ghost Rider
45000000USD,Gong Li|Chow Yun-Fat|Jay Chou|Liu Ye|Qin Junjie|Man Li|Dahong Ni|Jin Chen,Yimou Zhang,SND,114,427400,108517,Action|Drame|Romance,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/62/85/44/18740179.jpg,Chine|Hong-Kong,2007-03-14,"Chine, Xème siècle, Dynastie Tang. De retour à la Cité interdite après une longue absence, l'Empereur découvre qu'un complot se trame au coeur même de son palais. Les dangereuses alliances et les manipulations des conspirateurs n'ont qu'un seul but : prendre le pouvoir du plus grand Empire au monde. La trahison viendra de l'intérieur : une rébellion menée par la reine elle-même.",La Cité interdite
70000000USD,Beyoncé Knowles-Carter|Jamie Foxx|Eddie Murphy|Danny Glover|Keith Robinson (III)|Jennifer Hudson|Hinton Battle|Sharon Leal,Bill Condon,Paramount Pictures France,131,216381,60581,Drame|Musical|Comédie musicale,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/36/26/45/18747283.jpg,U.S.A.,2007-02-28,L'action de ,Dreamgirls
51000000USD,Laurent Gerra|Emmanuel Garijo|Claude Brosset|Richard Darbois|Virginie Mery|Gaëlle Savary|Laetitia Laburthe|Kevin James,Steve Oedekerk,Paramount Pictures France,89,160674,58944,Animation|Comédie,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/35/98/20/18712338.jpg,U.S.A.,2007-02-21,"Otis la vache est le plus dissipé de tous les pensionnaires de la ferme. Lui et ses copains, Peps la souris, Freddy le furet, Bec le coq et Porc le cochon, sont toujours partants pour faire les 400 coups. Otis, faut-il l'avouer, est un rien bête, et fier de l'être...",La Ferme en folie
,Sigourney Weaver|Kate E. Soucie|Jill Talley|Sarah Michelle Gellar|Sigourney Weaver|Patrick Warburton|Freddie Prinze Jr.|Andy Dick|George Carlin|Michael McShane|Wallace Shawn,Paul J. Bolger|Yvette Kaplan,TFM Distribution,80,114688,41715,Animation|Comédie|Famille,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/63/30/62/18741454.jpg,U.S.A.|Allemagne,2007-03-28,C'est la pagaille au Pays des Contes de Fées...,Cendrillon & le prince (pas trop) charmant
19000000USD,Ken Watanabe|Kazunari Ninomiya|Shido Nakamura|Tsuyoshi Ihara|Ryô Kase|Yuki Matsuzaki|Hiroshi Watanabe|Takumi Bando,Clint Eastwood,Warner Bros. France,139,136677,112342,Guerre,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/63/30/19/18721539.jpg,U.S.A.,2007-02-21,"En 1945, les armées américaine et japonaise s'affrontèrent sur l'île d'Iwo Jima. Quelques décennies plus tard, des centaines de lettres furent extraites de cette terre aride, permettant enfin de donner un nom, un visage, une voix à ces hommes ainsi qu'à leur extraordinaire commandant.",Lettres d'Iwo Jima
,Samy Naceri|Frédéric Diefenthal|Bernard Farcy|Emma Wiklund|Edouard Montoute|Jean-Christophe Bouvet|Jean-Luc Couchard|François Damiens,Gérard Krawczyk,ARP Sélection,90,2010736,112452,Action|Comédie|Policier,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/63/73/33/18723066.jpg,France,2007-02-14,"De l'eau a coulé sous les ponts depuis la dernière aventure de Daniel et Emilien : les deux hommes sont désormais pères de famille et ont du mal à s'occuper de leurs fils, deux sacrés canailles. Une chose n'a pas changé cependant : Emilien est toujours le policier le plus maladroit et malchanceux de Marseille et Daniel le conducteur de taxi le plus rapide. Les deux hommes vont devoir faire équipe afin d'arrêter un terrifiant braqueur de banque surnommé ""Le Belge""...",Taxi 4
,Vincent Lindon|Sandrine Bonnaire|François Berléand|Kad Merad|Liane Foly|Helene de Saint-Père|Guilaine Londez|Pierre Diot,Pierre Jolivet,StudioCanal,90,360449,108911,Comédie|Romance,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/62/84/93/18715858.jpg,France,2007-02-21,"Lucas, un riche industriel de 43 ans, célibataire, sort tout juste d'un terrible chagrin d'amour. Il rencontre alors Elsa, une jolie céramiste réputée de 38 ans à qui il a commandé une fresque pour décorer le hall de son entreprise. Irrésistiblement attiré par la jeune femme, Lucas va tenter de la conquérir.",Je crois que je l'aime
20700000EUR,Marion Cotillard|Jean-Pierre Martins|Gérard Depardieu|Clotilde Courau|Jean-Paul Rouve|Sylvie Testud|Pascal Greggory|Farida Amrouche,Olivier Dahan,TFM Distribution,140,1573648,59578,Biopic|Drame|Musical,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/60/15/65/18700879.jpg,France|Grande-Bretagne|République tchèque,2007-02-14,"De son enfance à la gloire, de ses victoires à ses blessures, de Belleville à New York, l'exceptionnel parcours d'Edith Piaf. A travers un destin plus incroyable qu'un roman, découvrez l'âme d'une artiste et le coeur d'une femme. Intime, intense, fragile et indestructible, dévouée à son art jusqu'au sacrifice, voici la plus immortelle des chanteuses...",La Môme
120000000USD,Ben Stiller|Carla Gugino|Dick Van Dyke|Mickey Rooney|Bill Cobbs|Jake Cherry|Ricky Gervais|Robin Williams|Stefan Karl Stefansson|Alex Castillo|Brad Garrett,Shawn Levy,Twentieth Century Fox France,108,694177,109640,Comédie|Fantastique,https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/62/88/34/18701946.jpg,U.S.A.|Grande-Bretagne,2007-02-07,"Le Muséum d'Histoire Naturelle renferme dans ses murs un secret mystérieux et stupéfiant que Larry, nouveau gardien de sécurité, ne va pas tarder à découvrir avec affolement : la nuit, toutes les expositions prennent vie ! Sous ses yeux, les soldats romains et les cow-boys miniatures se lancent dans une guerre acharnée, Attila et ses Huns commencent à piller les expositions avoisinantes, la momie tente de sortir de son sarcophage, le squelette du redoutable – mais néanmoins attachant – tyrannosaure rôde dans les couloirs... Le chaos est total ! Larry pourra-t-il remettre de l'ordre dans ses collections et sauver le musée ?",La Nuit au musée
,Catherine Frot|Albert Dupontel|Jacques Weber|Fabrice Murgia|Nina Drecq|Camille Japy|Alain Doutey|Julien Frison,Eric-Emmanuel Schmitt,Pathé,104,317479,59831,Comédie,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/63/12/29/18699288.jpg,Belgique|France,2007-02-07,Odette Toulemonde n'a objectivement rien pour être heureuse mais l'est. Balthazar Balsan a tout pour être heureux mais ne l'est pas.,Odette Toulemonde
70000000USD,Nicolas Cage|Julianne Moore|Jessica Biel|Thomas Kretschmann|Nicolas Pajon|Jessica Barth|Charles Chun|Laetitia Danielle,Lee Tamahori,TFM Distribution,96,262793,26561,Action|Science Fiction|Thriller,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/63/11/09/18754455.jpg,U.S.A.,2007-04-25,"Cris Johnson ""Frank Cadillac"" est le seul homme sur terre capable de visualiser deux minutes de son futur et de changer le cours des évènements. Il n'hésite pas à utiliser son pouvoir extrasensoriel en se faisant passer pour magicien ou médium dans un hôtel minable de Las Vegas pour arrondir ses fins de mois.",Next
50000000USD,Gaspard Ulliel|Gong Li|Rhys Ifans|Kevin McKidd|Dominic West|Richard Brake|Stephen Walters|Ivan Marevich,Peter Webber,Quinta Distribution,115,321940,61260,Thriller,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/36/18/48/18724206.jpg,France|Grande-Bretagne|Italie|République tchèque,2007-02-07,"A la fin de la Seconde Guerre mondiale, Hannibal Lecter et sa soeur se réfugient dans une maison. Ils sont attaqués par des mercenaires qui tuent la fillette. Des années plus tard, Hannibal s'évade de l'orphelinat où il a grandi et rejoint sa tante, lady Murasaki. Celle-ci lui enseigne l'art des samouraïs...",Hannibal Lecter : les origines du mal
16000000EUR,Alban Casterman|Romain Duris|Fabrice Luchini|Laura Morante|Edouard Baer|Ludivine Sagnier|Fanny Valette|Mélanie Dos Santos,Laurent Tirard|Ariane Mnouchkine,Wild Bunch Distribution,120,341820,109959,Comédie|Romance,https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/62/83/63/18702768.jpg,France,2007-01-31,"En 1644, Molière n'a encore que vingt-deux ans. Criblé de dettes et poursuivi par les huissiers, il s'entête à monter sur scène des tragédies dans lesquelles il est indéniablement mauvais. Et puis un jour, après avoir été emprisonné par des créanciers impatients, il disparaît...",Molière
2000000USD,Ulrich Mühe|Sebastian Koch|Martina Gedeck|Ulrich Tukur|Thomas Thieme|Hans-Uwe Bauer|Ludwig Blochberger|Matthias Brenner,Florian Henckel von Donnersmarck,Océan Films,137,135858,111643,Drame|Espionnage|Thriller,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/63/15/65/18708573.jpg,Allemagne,2007-01-31,"Au début des années 1980, en Allemagne de l'Est, l'auteur à succès Georg Dreyman et sa compagne, l'actrice Christa-Maria Sieland, sont considérés comme faisant partie de l'élite des intellectuels de l'Etat communiste, même si, secrètement, ils n'adhèrent aux idées du parti.",La Vie des autres
24000000USD,Lahmard J. Tate|Kevin King Templeton|Sylvester Stallone|Burt Young|Antonio Tarver|Geraldine Hughes|Milo Ventimiglia|Tony Burton,Sylvester Stallone,Twentieth Century Fox France,105,670642,109061,Action|Drame,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/36/21/60/18708488.jpg,U.S.A.,2007-01-24,"Rocky Balboa, le légendaire boxeur, a depuis longtemps quitté le ring. De ses succès, il ne reste plus que des histoires qu'il raconte aux clients de son restaurant. La mort de son épouse lui pèse chaque jour et son fils ne vient jamais le voir.",Rocky Balboa
100000000USD,Leonardo DiCaprio|Djimon Hounsou|Jennifer Connelly|Arnold Vosloo|Caruso Kuypers|Anthony Coleman|Benu Mabhena|Anointing Lukola,Edward Zwick,Warner Bros. France,143,419722,61469,Aventure|Drame|Thriller,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/63/12/34/18711805.jpg,U.S.A.|Allemagne,2007-01-31,"Alors qu'il purge une peine de prison pour ses trafics, Archer rencontre Solomon Vandy, un pêcheur d'origine Mende. Arraché à sa famille et forcé de travailler dans les mines diamantifères, ce dernier a trouvé - et caché - un diamant rose extrêmement rare. Accompagnés de Maddy Bowen, une journaliste idéaliste, les deux hommes s'embarquent pour un dangereux voyage en territoire rebelle pour récupérer le fameux caillou. Un voyage qui pourrait bien sauver la famille de Salomon et donner à Archer la seconde chance qu'il n'espérait plus.",Blood Diamond
55000000USD,Will Smith|Thandiwe Newton|Jaden Smith|Dan Castellaneta|Brian Howe|Adam Del Rio|James Karen|David Fine (II),Gabriele Muccino,Gaumont Columbia Tristar Films,118,338027,54098,Biopic|Drame,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/62/89/48/18708437.jpg,U.S.A.,2007-01-31,"Représentant de commerce, Chris Gardner a du mal à gagner sa vie. Il jongle pour s'en sortir, mais sa compagne supporte de moins en moins leur précarité. Elle finit par quitter Chris et leur petit garçon de cinq ans, Christopher.",À la recherche du bonheur
